,TimeStamp,BallPosX,BallPosY,GazeAngleX,GazeAngleY,HeadPosX,HeadPosY,HeadPosZ,HeadAngleX,HeadAngleY,HeadAngleZ
0,1531872809.405,258.5,105.5,6.8297939893182615,26.898936608588453,47.600791931152344,-93.6812744140625,461.686767578125,15.548900297560284,-3.9523385495189878,-1.4847502823641834
1,1531872809.473,252.5,87.5,5.255723934272015,26.805892355032793,49.44921112060547,-94.91714477539062,461.303955078125,14.560628256861987,-3.546906410877332,-1.5643084338953135
2,1531872809.589,246.5,69.5,6.890572855571219,30.66427823582101,50.54520034790039,-95.30841827392578,460.45220947265625,13.075623870112004,-5.620905980891605,-0.677383008634718
3,1531872809.65,242.5,57.5,5.875398406820629,27.344688421805532,52.009761810302734,-96.56771087646484,461.7817687988281,12.350162145233227,-4.280561161248709,-1.7187828762854278
4,1531872809.742,235.5,36.5,6.468232369907359,22.624846624801894,53.011165618896484,-98.80619049072266,469.0234375,10.282909735016963,-4.036530450872486,-1.1643141931428063
5,1531872809.83,228.5,15.5,6.411434223347954,21.34110742575789,52.986995697021484,-98.65376281738281,467.6099853515625,9.62838977116266,-4.398884372240625,-0.9683917075627941
6,1531872809.937,220.5,11.5,4.837122550355697,20.273979142199362,52.32011795043945,-98.71212005615234,466.7314758300781,9.104287149092551,-4.011736436875577,-0.924978917735945
7,1531872810.043,211.5,20.5,4.905370228593467,21.009809094415083,51.62712097167969,-98.80503845214844,467.0299987792969,9.285919811468082,-3.683048945387541,-1.0842680032428125
8,1531872810.139,204.5,27.5,6.559454670470842,20.309853003879503,50.60618591308594,-97.24870300292969,460.63165283203125,9.579288394155505,-5.273891810887337,-0.6147994783062122
9,1531872810.235,196.5,35.5,6.247255682807304,20.41006383354405,50.37167739868164,-97.96156311035156,465.06085205078125,10.116512663618684,-3.795409401132322,-0.9358041274248386
10,1531872810.33,189.5,42.5,6.957436139817977,21.651681255258065,49.91878890991211,-97.22923278808594,462.3323059082031,10.881490448614642,-5.5535043923517025,-0.45094174321861374
11,1531872810.438,180.5,51.5,6.919760388826685,20.52944871208319,49.71554946899414,-97.9258041381836,465.80462646484375,10.797636214743996,-3.9147370768361864,-1.0816437164528812
12,1531872810.542,172.5,59.5,6.520403916998807,21.51043464836009,49.40857696533203,-96.62207794189453,461.2491760253906,11.13394363615481,-4.676687380430892,-0.7490369236140191
13,1531872810.63,165.5,66.5,6.783021706857811,21.987514832287125,49.635765075683594,-97.44622802734375,465.61419677734375,11.12583961656635,-3.46366838814638,-1.2955094294537126
