,TimeStamp,BallPosX,BallPosY,GazeAngleX,GazeAngleY,HeadPosX,HeadPosY,HeadPosZ,HeadAngleX,HeadAngleY,HeadAngleZ
0,1531874139.459,266.5,105.5,-0.7033521353540325,14.447269312820884,24.18792152404785,1.361189842224121,382.77960205078125,3.47876118547886,1.1850343193954276,-3.247519577654821
1,1531874139.535,270.5,93.5,-1.6703366638412414,13.956660231464564,22.780141830444336,2.0167481899261475,383.26165771484375,3.4984020351025027,2.3278115383356273,-3.592691944429295
2,1531874139.653,276.5,75.5,-2.3511216937100397,12.697252727980137,21.870941162109375,2.490424394607544,383.2420959472656,4.3958018224382505,2.570112716718454,-3.823456292776938
3,1531874139.749,283.5,54.5,-3.556927579221153,12.156575797832621,21.7076358795166,2.930168628692627,383.9785461425781,4.796511098631691,2.5941769676787816,-3.906902849724544
4,1531874139.855,290.5,33.5,-0.7196411229461682,12.329675846241962,21.772918701171875,3.019097328186035,383.1662902832031,3.702814232522248,2.6961130604684214,-3.9879182861729787
5,1531874139.959,297.5,12.5,3.579780752243614,11.746967638772501,22.337501525878906,2.8856005668640137,383.54302978515625,3.873969384532251,3.053725763254637,-4.01546785466017
6,1531874140.058,305.5,12.5,4.034693983728072,11.225987266979995,22.706607818603516,2.5629849433898926,384.7299499511719,3.53621865874783,3.0044094487283717,-4.008746948402231
7,1531874140.203,316.5,23.5,3.9814296063507815,15.224217004541472,22.909160614013672,2.5026488304138184,383.6565246582031,2.6738703356134432,3.376368323780684,-4.021050680628242
8,1531874140.282,321.5,28.5,4.1851306103110675,14.515934913265623,22.9320125579834,2.3140480518341064,383.8029479980469,2.430579847001147,3.343253004798637,-4.060566740745422
9,1531874140.414,331.5,38.5,3.0471948216362295,11.261883326775319,23.1951904296875,1.639963984489441,385.6864013671875,2.5296801305763883,3.3291593360927263,-4.260510286824459
10,1531874140.499,337.5,44.5,3.303161287790652,10.336142522768803,23.238048553466797,1.4004087448120117,385.5469665527344,2.63725646561279,3.326312427820737,-4.265531756610545
11,1531874140.623,347.5,54.5,3.486731589489402,10.415995973264868,22.833948135375977,1.6021300554275513,385.8827209472656,2.973617461320819,3.0797985167520325,-4.288844900192771
12,1531874140.711,353.5,60.5,2.4382793913177956,11.18947051373326,22.591142654418945,1.7010877132415771,385.5072326660156,3.307499311761255,3.2757585683731207,-4.424903551440805
13,1531874140.812,361.5,68.5,5.6142866736993025,18.35722141517503,22.68610382080078,2.181018829345703,382.3370361328125,2.6196200631013262,2.749445526295162,-4.298008026007472
