,TimeStamp,BallPosX,BallPosY,GazeAngleX,GazeAngleY,HeadPosX,HeadPosY,HeadPosZ,HeadAngleX,HeadAngleY,HeadAngleZ
0,1531874203.779,264.5,111.5,-5.874192024637897,22.98803510992348,32.288902282714844,5.859341144561768,399.0151672363281,12.542244143443476,7.669332681886889,-3.0608983157791467
1,1531874203.852,269.5,96.5,-4.273825740838537,24.29820884905365,32.30974578857422,5.790714740753174,398.7568359375,12.203179886881891,7.863847081256801,-3.081289205563816
2,1531874203.934,274.5,81.5,-5.15081393437834,22.897352394313632,32.476749420166016,5.829408168792725,399.21380615234375,11.602738800477296,7.895556235019485,-3.1076887409298894
3,1531874204.015,279.5,66.5,-6.0254525428035794,25.385896002364614,32.93681716918945,6.194420337677002,403.4150390625,11.15238429345476,7.985063304298389,-2.977354642077623
4,1531874204.117,288.5,39.5,-4.802528922279948,25.806814954883215,33.06227493286133,6.090230941772461,403.2651672363281,11.592588285423862,8.143695304251551,-3.2221814963925564
5,1531874204.219,295.5,18.5,-1.0443492821228504,22.488780716477745,33.09210968017578,5.7506327629089355,402.3722839355469,11.256619812156393,7.903799419714658,-3.0999823664239545
6,1531874204.328,303.5,10.5,-1.4379585765529497,18.09255670296422,33.18130874633789,5.506775379180908,402.70355224609375,11.34398305577299,8.139558770864902,-3.146316449552991
7,1531874204.42,310.5,17.5,-1.1977846819677525,18.983795659563523,33.17495346069336,5.462888240814209,401.7664489746094,11.169296695901853,8.433363631893002,-3.230269507724876
8,1531874204.515,318.5,25.5,-9.981569467658506,26.106872000429465,32.76238250732422,5.6385602951049805,400.4504699707031,10.517454166247866,8.08631488405547,-3.3784829076951084
9,1531874204.631,326.5,33.5,-9.331128834355578,18.61750797605318,32.56570816040039,5.2276740074157715,401.22369384765625,12.015658747567716,8.00140794726104,-3.635126202919142
10,1531874204.721,333.5,40.5,-3.3617773319173483,16.63162873344923,32.57872009277344,4.955873012542725,400.9620361328125,11.138576212038393,8.472106173073483,-3.542828574429863
11,1531874204.816,340.5,47.5,-2.077179023127149,15.904438970680964,32.02921676635742,4.95385217666626,400.6470947265625,11.70296755938872,8.3933643358838,-3.6152503520953596
12,1531874204.943,350.5,57.5,-2.986040081529098,16.089977647554722,31.51542091369629,4.879462242126465,399.3591003417969,11.622945915481473,8.227010806942223,-3.515521691105758
13,1531874205.026,356.5,63.5,-4.922478998982547,15.903805470624638,31.237916946411133,4.6189398765563965,398.8709411621094,11.082572928757207,8.187811496853206,-3.6920468659988748
