,TimeStamp,BallPosX,BallPosY,GazeAngleX,GazeAngleY,HeadPosX,HeadPosY,HeadPosZ,HeadAngleX,HeadAngleY,HeadAngleZ
0,1531873908.092,253.5,90.5,-35.61934833675786,25.66616086690584,11.456770896911621,50.625274658203125,366.0403747558594,10.748787554740444,37.15566964316481,6.3803820484172675
1,1531873908.169,247.5,72.5,-38.83867950978379,23.59749460750727,7.373077869415283,48.73688888549805,364.2042541503906,9.641250163815522,38.570529693489526,8.56744707777674
2,1531873908.266,240.5,51.5,-38.712908404261746,22.516716190659622,2.1422529220581055,47.412288665771484,362.47955322265625,6.312970641480266,39.31172475938981,12.139123810431894
3,1531873908.356,234.5,33.5,-40.00119480182325,20.095338956504992,0.6769344806671143,48.84956359863281,365.2892761230469,5.244252204478469,43.35778887384579,13.99602602741744
4,1531873908.444,228.5,15.5,-34.92397701078086,16.297861288679343,3.872084379196167,49.77537536621094,371.2303771972656,1.833136786806505,42.49065536278595,16.240501359051123
5,1531873908.532,222.5,9.5,-35.315097554989684,11.040872915615662,8.304550170898438,46.744895935058594,370.9018859863281,-0.7344830709049294,41.65032351448642,17.773062646255845
6,1531873908.617,216.5,15.5,-34.9213747086627,11.627900364035186,12.977086067199707,43.825313568115234,370.5834655761719,-1.4789964882205333,41.06180708480244,18.23958506509324
7,1531873908.709,210.5,21.5,-38.16475839326112,3.4005775028199348,19.099945068359375,41.55418014526367,370.1365661621094,2.3017490301221613,40.34786105906074,17.12042439954998
8,1531873909.027,186.5,45.5,-18.723551787368415,17.336888465965792,35.20500946044922,31.74595832824707,339.0939025878906,6.940514772747446,30.9436876191541,3.2630941167754153
9,1531873909.107,180.5,51.5,-12.463411806245746,16.032107161277334,44.0650520324707,26.493555068969727,353.3865051269531,4.382783908544968,24.215160577518816,3.165064038484006
