,TimeStamp,BallPosX,BallPosY,GazeAngleX,GazeAngleY,HeadPosX,HeadPosY,HeadPosZ,HeadAngleX,HeadAngleY,HeadAngleZ
0,1531872582.591,274.5,105.5,-30.82199072154147,22.545553249827325,25.57360076904297,34.867645263671875,363.436279296875,6.967596900155341,32.178999068609336,8.824069242102668
1,1531872582.706,304.5,75.5,-27.6573061854497,21.114138528219403,30.073312759399414,36.5679817199707,364.47705078125,5.667689362409646,31.654361984227556,7.107045032836812
2,1531872582.788,307.5,72.5,-27.523169805598993,20.57214764040789,31.059587478637695,37.05298614501953,364.2187194824219,4.659024510935943,33.094220527340944,5.858481735505233
3,1531872582.873,331.5,48.5,-28.084660883823528,20.689263188556584,31.646806716918945,37.224246978759766,364.5363464355469,5.101096132788077,33.512166639972584,4.8945127889488775
4,1531872582.955,352.5,27.5,-24.793097043997978,20.726583342818145,32.530757904052734,37.428401947021484,366.2023010253906,5.437099610775639,33.59952476094722,3.5817388821346943
5,1531872583.061,382.5,9.5,-18.866242979300495,11.74338520449172,35.39175033569336,35.647464752197266,366.7038879394531,4.275518774007933,30.874644650751282,2.165410127669965
6,1531872583.154,406.5,17.5,-14.632929225554479,12.33113067655999,39.57319641113281,33.031917572021484,369.62933349609375,4.360823142441474,26.986293022015765,0.6099417729804416
7,1531872583.231,427.5,24.5,-11.076316475370751,11.787069387621,44.21128463745117,28.973487854003906,369.37188720703125,1.8522275927491676,19.85502045400599,0.22328647835789722
8,1531872583.315,448.5,31.5,-7.214954339600932,4.059459396307345,49.72895050048828,23.150087356567383,366.10894775390625,-3.0168523460610954,11.398604079497314,-0.2594163787547893
9,1531872583.376,466.5,37.5,-4.534529797036824,3.7099031152279984,52.70929718017578,16.403989791870117,361.4481201171875,-7.413244979872631,7.29239246441055,-1.279731158593306
10,1531872583.482,496.5,47.5,-1.4555949790644134,2.912682994818178,53.25939178466797,11.67096996307373,366.2171936035156,-9.132665731804394,6.227133518282376,-2.358140993862434
11,1531872583.568,520.5,55.5,-1.6209182166408016,3.731583416683914,52.805171966552734,8.375543594360352,367.97674560546875,-9.400947029242419,5.1887359990707775,-3.637958170152067
12,1531872583.67,547.5,64.5,-1.5110739385961516,4.525728671254308,52.611289978027344,6.271071434020996,369.31103515625,-9.336628844278552,4.436722340227472,-4.793912638494999
