,TimeStamp,BallPosX,BallPosY,GazeAngleX,GazeAngleY,HeadPosX,HeadPosY,HeadPosZ,HeadAngleX,HeadAngleY,HeadAngleZ
0,1531846428.855,270.5,105.5,10.162983563976868,22.99983596946327,5.600175380706787,39.97230529785156,413.74639892578125,17.737921322376682,-5.483674671520441,-2.0488301090500194
1,1531846428.918,282.5,87.5,10.026584683924998,21.837397517053276,5.569582462310791,39.96345901489258,414.2204895019531,17.39789742422034,-5.825629805697548,-2.0311823940375495
2,1531846429.0,290.5,75.5,9.795953951155273,22.75159957003387,5.622445106506348,39.77649688720703,414.6030578613281,17.199065491447683,-5.707666033416835,-2.085265540355562
3,1531846429.097,308.5,48.5,9.62640047853296,21.659500114443812,5.660144329071045,39.88315200805664,414.19171142578125,17.106132228467928,-5.704656908149292,-2.0279728454031294
4,1531846429.187,326.5,21.5,11.741941473231282,20.243574554590403,5.742292404174805,40.33954620361328,415.7087097167969,16.951764827950537,-5.81853281214202,-2.093745860685026
5,1531846429.303,346.5,11.5,12.641004411658297,19.76685466314823,5.49599027633667,39.4626350402832,413.5602111816406,16.580914577996797,-5.772307371711322,-2.185518204929489
6,1531846429.397,364.5,20.5,12.486767638511013,20.426907080324618,5.123456001281738,38.945438385009766,413.5390930175781,16.193233034093737,-5.988306558368823,-2.3361652867198757
7,1531846429.494,382.5,29.5,11.989633165065081,19.960369293561328,4.916504859924316,39.13435363769531,414.2496032714844,15.951842191876755,-5.841716182127801,-2.5301601648171816
8,1531846429.585,398.5,37.5,11.364354949093705,19.291671564295523,4.958759784698486,39.203590393066406,415.5970764160156,15.620130634082113,-5.683694630342122,-2.416315637006489
9,1531846429.7,420.5,48.5,10.545238522491783,20.247764875717685,5.069240093231201,38.96066665649414,414.6955871582031,15.761264542856864,-5.72745992196918,-2.4706337845246407
10,1531846429.797,438.5,57.5,11.73511299149208,21.396828109957347,5.143705368041992,38.79369354248047,415.7152099609375,16.1115029890912,-5.806466428993716,-2.407272679834547
11,1531846429.894,456.5,66.5,10.378706554855095,20.80795309533582,5.191156387329102,38.66196060180664,415.5879211425781,15.945172512038466,-5.612113392845697,-2.4178517892657108
